#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_RHDS01000004.1    -         result               -          cm        1       37   343492   343529      +    no    1 0.37   0.0   32.8        24 ?   [Curtobacterium] plantarum strain LMG 16222 LMG16222.00004, whole genome shotgun sequence
NZ_RFCX01000006.1    -         result               -          cm        1       37   145636   145672      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG89528 Acinetobacter-spp-TG89528_69, whole genome shotgun sequence
NZ_RFDK01000006.1    -         result               -          cm        1       37    60921    60885      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG89536 Acinetobacter-spp-TG89536_251, whole genome shotgun sequence
NZ_RFCQ01000019.1    -         result               -          cm        1       37    60935    60899      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG89540 Acinetobacter-spp-TG89540_97, whole genome shotgun sequence
NZ_RFDY01000003.1    -         result               -          cm        1       37    64150    64114      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG89544 Acinetobacter-spp-TG89544_100, whole genome shotgun sequence
NZ_RFDQ01000007.1    -         result               -          cm        1       37    60853    60817      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG91920 Acinetobacter-spp-TG91920_125, whole genome shotgun sequence
NZ_RFDZ01000005.1    -         result               -          cm        1       37    75027    74991      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG91924 Acinetobacter-spp-TG91924_68, whole genome shotgun sequence
NZ_RFBV01000005.1    -         result               -          cm        1       37    74994    74958      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG91928 Acinetobacter-spp-TG91928_72, whole genome shotgun sequence
NZ_RFBC01000005.1    -         result               -          cm        1       37    75018    74982      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG91932 Acinetobacter-spp-TG91932_383, whole genome shotgun sequence
NZ_RFBZ01000005.1    -         result               -          cm        1       37    75027    74991      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain TG91968 Acinetobacter-spp-TG91968_73, whole genome shotgun sequence
NZ_JWXL03000022.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH126_102 contig22, whole genome shotgun sequence
NZ_JWXJ03000027.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH126_106 contig27, whole genome shotgun sequence
NZ_JWVJ03000091.1    -         result               -          cm        1       37   103286   103322      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH129_404 contig91, whole genome shotgun sequence
NZ_JWVI03000077.1    -         result               -          cm        1       37     1595     1631      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH129_408 contig77, whole genome shotgun sequence
NZ_JWVH03000030.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH129_409 contig30, whole genome shotgun sequence
NZ_JWVF03000031.1    -         result               -          cm        1       37   211381   211417      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH129_415 contig31, whole genome shotgun sequence
NZ_JWXA03000163.1    -         result               -          cm        1       37      797      833      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH134_167 contig163, whole genome shotgun sequence
NZ_JWWZ03000096.1    -         result               -          cm        1       37     2043     2079      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH134_168 contig96, whole genome shotgun sequence
NZ_JWWW03000015.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH134_192 contig15, whole genome shotgun sequence
NZ_JWXB03000084.1    -         result               -          cm        1       37     5360     5324      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH17_151 contig84, whole genome shotgun sequence
NZ_JWWY03000006.1    -         result               -          cm        1       37     5532     5496      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH17_182 contig6, whole genome shotgun sequence
NZ_JWWT03000009.1    -         result               -          cm        1       37   138326   138362      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH17_202 contig9, whole genome shotgun sequence
NZ_JWUR03000010.1    -         result               -          cm        1       37     5003     4967      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH17_465 contig10, whole genome shotgun sequence
NZ_JWTO03000007.1    -         result               -          cm        1       37   145374   145410      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH175_679 contig7, whole genome shotgun sequence
NZ_JWWE03000010.1    -         result               -          cm        1       37     5170     5134      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH184_295 contig10, whole genome shotgun sequence
NZ_JWWA03000049.1    -         result               -          cm        1       37   111126   111162      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH184_309 contig49, whole genome shotgun sequence
NZ_JWVZ03000018.1    -         result               -          cm        1       37    48790    48754      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH184_310 contig18, whole genome shotgun sequence
NZ_JWVU03000046.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH189_348 contig46, whole genome shotgun sequence
NZ_JWVT03000007.1    -         result               -          cm        1       37     5512     5476      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH189_349 contig7, whole genome shotgun sequence
NZ_JWVS03000023.1    -         result               -          cm        1       37    90793    90829      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH189_355 contig23, whole genome shotgun sequence
NZ_JWTX03000035.1    -         result               -          cm        1       37     5488     5452      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH195_560 contig35, whole genome shotgun sequence
NZ_JWTV03000003.1    -         result               -          cm        1       37    90075    90111      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH195_568 contig3, whole genome shotgun sequence
NZ_JWTT03000006.1    -         result               -          cm        1       37     5441     5405      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH195_573 contig6, whole genome shotgun sequence
NZ_JWVA03000025.1    -         result               -          cm        1       37    60816    60780      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH225_433 contig25, whole genome shotgun sequence
NZ_JWUO03000106.1    -         result               -          cm        1       37     8622     8658      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH225_472 contig106, whole genome shotgun sequence
NZ_JWUF03000042.1    -         result               -          cm        1       37     5173     5137      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH225_492 contig42, whole genome shotgun sequence
NZ_JWUE03000034.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH225_493 contig34, whole genome shotgun sequence
NZ_JWXV03000070.1    -         result               -          cm        1       37    11285    11249      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH236_84 contig70, whole genome shotgun sequence
NZ_JWXU03000002.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH236_85 contig2, whole genome shotgun sequence
NZ_JWXT03000072.1    -         result               -          cm        1       37    62829    62865      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH236_87 contig72, whole genome shotgun sequence
NZ_JWYS03000016.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_14 contig16, whole genome shotgun sequence
NZ_JWYP03000012.1    -         result               -          cm        1       37     5092     5056      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_33 contig12, whole genome shotgun sequence
NZ_JWYL03000038.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_43 contig38, whole genome shotgun sequence
NZ_JWYJ03000222.1    -         result               -          cm        1       37     4345     4309      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_54 contig222, whole genome shotgun sequence
NZ_JWYI03000051.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_55 contig51, whole genome shotgun sequence
NZ_JWYH03000027.1    -         result               -          cm        1       37   133540   133576      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_56 contig27, whole genome shotgun sequence
NZ_JWYG03000022.1    -         result               -          cm        1       37    23264    23300      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_57 contig22, whole genome shotgun sequence
NZ_JWYA03000048.1    -         result               -          cm        1       37     5335     5299      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_66 contig48, whole genome shotgun sequence
NZ_JWXZ03000032.1    -         result               -          cm        1       37     5489     5453      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_68 contig32, whole genome shotgun sequence
NZ_JWXY03000053.1    -         result               -          cm        1       37      731      767      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH243_73 contig53, whole genome shotgun sequence
NZ_JWXW03000044.1    -         result               -          cm        1       37     4464     4428      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH280_81 contig44, whole genome shotgun sequence
NZ_JWXS03000061.1    -         result               -          cm        1       37     1402     1438      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH280_92 contig61, whole genome shotgun sequence
NZ_JWXR03000028.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH280_93 contig28, whole genome shotgun sequence
NZ_JWXO03000065.1    -         result               -          cm        1       37     5087     5051      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH280_99 contig65, whole genome shotgun sequence
NZ_JWVP03000033.1    -         result               -          cm        1       37     1785     1821      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH293_373 contig33, whole genome shotgun sequence
NZ_JWVO03000012.1    -         result               -          cm        1       37     5517     5481      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH293_377 contig12, whole genome shotgun sequence
NZ_JWVG03000044.1    -         result               -          cm        1       37     5488     5452      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH293_412 contig44, whole genome shotgun sequence
NZ_JWVX03000012.1    -         result               -          cm        1       37    60754    60718      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH299_338 contig12, whole genome shotgun sequence
NZ_JWVW03000016.1    -         result               -          cm        1       37     1039     1075      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH299_341 contig16, whole genome shotgun sequence
NZ_JWVV03000044.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH299_342 contig44, whole genome shotgun sequence
NZ_JWXN03000046.1    -         result               -          cm        1       37     3424     3388      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH315_100 contig46, whole genome shotgun sequence
NZ_JWXM03000001.1    -         result               -          cm        1       37    90809    90845      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH315_101 contig1, whole genome shotgun sequence
NZ_JWYN03000017.1    -         result               -          cm        1       37     5533     5497      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH315_39 contig17, whole genome shotgun sequence
NZ_JWYF03000020.1    -         result               -          cm        1       37     5493     5457      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH315_58 contig20, whole genome shotgun sequence
NZ_JWUX03000005.1    -         result               -          cm        1       37     5142     5178      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH326_445 contig5, whole genome shotgun sequence
NZ_JWUS03000041.1    -         result               -          cm        1       37     5003     4967      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH326_461 contig41, whole genome shotgun sequence
NZ_JWUD03000067.1    -         result               -          cm        1       37     5474     5438      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH326_495 contig67, whole genome shotgun sequence
NZ_JWYT03000008.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH348_13 contig8, whole genome shotgun sequence
NZ_JWYR03000014.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH348_25 contig14, whole genome shotgun sequence
NZ_JWYQ03000073.1    -         result               -          cm        1       37   145362   145398      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH348_27 contig73, whole genome shotgun sequence
NZ_JWWM03000005.1    -         result               -          cm        1       37   150755   150791      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH370_269 contig5, whole genome shotgun sequence
NZ_JWWB03000053.1    -         result               -          cm        1       37     5396     5360      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH370_301 contig53, whole genome shotgun sequence
NZ_JWUP03000013.1    -         result               -          cm        1       37      729      765      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH381_467 contig13, whole genome shotgun sequence
NZ_JWUM03000005.1    -         result               -          cm        1       37    60755    60719      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH381_482 contig5, whole genome shotgun sequence
NZ_JZJA02000016.1    -         result               -          cm        1       37      750      786      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH381_484 contig16, whole genome shotgun sequence
NZ_JWTN03000081.1    -         result               -          cm        1       37     1645     1681      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH392_684 contig81, whole genome shotgun sequence
NZ_JWXK03000011.1    -         result               -          cm        1       37    15669    15705      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH410_103 contig11, whole genome shotgun sequence
NZ_JWXI03000068.1    -         result               -          cm        1       37    15669    15705      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH410_108 contig68, whole genome shotgun sequence
NZ_JWXH03000046.1    -         result               -          cm        1       37    15669    15705      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH410_128 contig46, whole genome shotgun sequence
NZ_JWXP03000048.1    -         result               -          cm        1       37     1397     1433      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH410_96 contig48, whole genome shotgun sequence
NZ_JWUL03000013.1    -         result               -          cm        1       37     5467     5431      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH41_486 contig13, whole genome shotgun sequence
NZ_JWUK03000001.1    -         result               -          cm        1       37     5525     5489      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH41_487 contig1, whole genome shotgun sequence
NZ_JWUJ03000023.1    -         result               -          cm        1       37     5488     5452      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH41_488 contig23, whole genome shotgun sequence
NZ_JWUI03000073.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH41_489 contig73, whole genome shotgun sequence
NZ_JWUH03000061.1    -         result               -          cm        1       37      749      785      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH41_490 contig61, whole genome shotgun sequence
NZ_JWUG03000039.1    -         result               -          cm        1       37     1480     1516      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH41_491 contig39, whole genome shotgun sequence
NZ_JWUT03000029.1    -         result               -          cm        1       37      790      826      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH430_459 contig29, whole genome shotgun sequence
NZ_JWUQ03000037.1    -         result               -          cm        1       37     5542     5506      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH430_466 contig37, whole genome shotgun sequence
NZ_JWUN03000013.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH430_478 contig13, whole genome shotgun sequence
NZ_JWYO03000002.1    -         result               -          cm        1       37     1479     1515      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH455_38 contig2, whole genome shotgun sequence
NZ_JWYU03000006.1    -         result               -          cm        1       37     5441     5405      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH455_6 contig6, whole genome shotgun sequence
NZ_JWYE03000021.1    -         result               -          cm        1       37   145310   145346      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH455_61 contig21, whole genome shotgun sequence
NZ_JWYD03000031.1    -         result               -          cm        1       37     1588     1624      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH455_62 contig31, whole genome shotgun sequence
NZ_JWWV03000006.1    -         result               -          cm        1       37     5533     5497      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH475_197 contig6, whole genome shotgun sequence
NZ_JWWR03000044.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH475_239 contig44, whole genome shotgun sequence
NZ_JZJF02000100.1    -         result               -          cm        1       37    15028    15064      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH475_361 contig100, whole genome shotgun sequence
NZ_JWYM03000007.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH487_41 contig7, whole genome shotgun sequence
NZ_JWYC03000044.1    -         result               -          cm        1       37    90839    90875      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH487_63 contig44, whole genome shotgun sequence
NZ_JWYB03000087.1    -         result               -          cm        1       37     1691     1727      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH487_64 contig87, whole genome shotgun sequence
NZ_JWXX03000110.1    -         result               -          cm        1       37     5533     5497      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH487_78 contig110, whole genome shotgun sequence
NZ_JWWP03000020.1    -         result               -          cm        1       37     5488     5452      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH507_247 contig20, whole genome shotgun sequence
NZ_JWWO03000032.1    -         result               -          cm        1       37     5396     5360      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH507_263 contig32, whole genome shotgun sequence
NZ_JWWC03000045.1    -         result               -          cm        1       37     1585     1621      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH507_300 contig45, whole genome shotgun sequence
NZ_JWWG03000037.1    -         result               -          cm        1       37     1437     1473      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH514_287 contig37, whole genome shotgun sequence
NZ_JWWF03000015.1    -         result               -          cm        1       37    74803    74767      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH514_288 contig15, whole genome shotgun sequence
NZ_JZJG02000008.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH514_289 contig8, whole genome shotgun sequence
NZ_JWVN03000029.1    -         result               -          cm        1       37   156566   156602      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH532_386 contig29, whole genome shotgun sequence
NZ_JWVM03000087.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH532_387 contig87, whole genome shotgun sequence
NZ_JWVK03000014.1    -         result               -          cm        1       37     5396     5360      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH532_392 contig14, whole genome shotgun sequence
NZ_JWVE03000016.1    -         result               -          cm        1       37     5533     5497      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH535_418 contig16, whole genome shotgun sequence
NZ_JWVD03000059.1    -         result               -          cm        1       37     3430     3394      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH535_419 contig59, whole genome shotgun sequence
NZ_JWTS03000211.1    -         result               -          cm        1       37      603      567      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH588_656 contig211, whole genome shotgun sequence
NZ_JWTQ03000042.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH588_663 contig42, whole genome shotgun sequence
NZ_JZIY02000061.1    -         result               -          cm        1       37    13057    13021      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH592_583 contig61, whole genome shotgun sequence
NZ_JWWQ03000010.1    -         result               -          cm        1       37     5093     5057      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH66_241 contig10, whole genome shotgun sequence
NZ_JZIZ02000004.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH66_253 contig4, whole genome shotgun sequence
NZ_JWWN03000029.1    -         result               -          cm        1       37    60772    60736      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH66_268 contig29, whole genome shotgun sequence
NZ_JZIX02000004.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH66_271 contig4, whole genome shotgun sequence
NZ_JWWK03000025.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH66_276 contig25, whole genome shotgun sequence
NZ_JWWJ03000010.1    -         result               -          cm        1       37   145365   145401      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH71_277 contig10, whole genome shotgun sequence
NZ_JWWI03000036.1    -         result               -          cm        1       37     5210     5174      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH71_278 contig36, whole genome shotgun sequence
NZ_JWWH03000087.1    -         result               -          cm        1       37     4466     4430      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH71_279 contig87, whole genome shotgun sequence
NZ_JWWD03000035.1    -         result               -          cm        1       37    11343    11307      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH71_296 contig35, whole genome shotgun sequence
NZ_JWVR03000039.1    -         result               -          cm        1       37   145368   145404      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH81_364 contig39, whole genome shotgun sequence
NZ_JWVQ03000018.1    -         result               -          cm        1       37   286285   286321      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH81_366 contig18, whole genome shotgun sequence
NZ_JWVL03000069.1    -         result               -          cm        1       37     3764     3728      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH81_389 contig69, whole genome shotgun sequence
NZ_JWUU03000103.1    -         result               -          cm        1       37     1043     1079      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain UH81_452 contig103, whole genome shotgun sequence
NZ_CP020592.1        -         result               -          cm        1       37  3741686  3741650      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain USA2 chromosome, complete genome
NZ_RBVP01000008.1    -         result               -          cm        1       37    74874    74838      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB12065 NODE_8_length_142424_cov_43.8806_ID_15, whole genome shotgun sequence
NZ_PESS01000005.1    -         result               -          cm        1       37    76206    76170      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB17782 NODE_5_length_221445_cov_48.5831_ID_9, whole genome shotgun sequence
NZ_LTAJ01000023.1    -         result               -          cm        1       37    74873    74837      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB22595 contig_3, whole genome shotgun sequence
NZ_PESU01000005.1    -         result               -          cm        1       37    45284    45248      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB2265 NODE_5_length_190692_cov_45.6865_ID_9, whole genome shotgun sequence
NZ_CP035672.1        -         result               -          cm        1       37   503628   503664      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB23193 chromosome, complete genome
NZ_RBVS01000007.1    -         result               -          cm        1       37    13502    13466      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB23531 NODE_7_length_158910_cov_55.405_ID_13, whole genome shotgun sequence
NZ_RHLW01000002.1    -         result               -          cm        1       37    74860    74824      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB25836 NODE_2_length_220270_cov_46.7887_ID_3, whole genome shotgun sequence
NZ_RHLX01000006.1    -         result               -          cm        1       37    60832    60796      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB26786 NODE_6_length_151564_cov_51.4173_ID_11, whole genome shotgun sequence
NZ_RHLU01000005.1    -         result               -          cm        1       37    60895    60859      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB28046 NODE_5_length_206139_cov_54.8413_ID_9, whole genome shotgun sequence
NZ_PEST01000005.1    -         result               -          cm        1       37    76200    76164      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB3373 NODE_5_length_221433_cov_29.8974_ID_9, whole genome shotgun sequence
NZ_RHLY01000005.1    -         result               -          cm        1       37   145405   145441      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB33762 NODE_5_length_206290_cov_53.612_ID_9, whole genome shotgun sequence
NZ_RBVR01000003.1    -         result               -          cm        1       37    74881    74845      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB34909 NODE_3_length_220288_cov_39.8298_ID_5, whole genome shotgun sequence
NZ_MJBM01000061.1    -         result               -          cm        1       37    76197    76161      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB3552 NODE_5_length_221437_cov_40.7083_ID_9, whole genome shotgun sequence
