#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_NRNN01000027.1    -         result               -          cm        1       36       17       52      +    no    1 0.39   0.0   55.7     1e-06 !   Cronobacter dublinensis strain cro3540W contig27, whole genome shotgun sequence
NZ_QLRQ01000080.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0158 NODE_1_length_145495_cov_123.595_ID_837, whole genome shotgun sequence
NZ_QLRP01000074.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0159 NODE_1_length_145495_cov_143.943_ID_1073, whole genome shotgun sequence
NZ_QLRO01000084.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0160 NODE_1_length_145495_cov_143.617_ID_1081, whole genome shotgun sequence
NZ_QLRN01000076.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0161 NODE_1_length_145495_cov_80.8465_ID_869, whole genome shotgun sequence
NZ_QLRM01000078.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0162 NODE_1_length_145495_cov_79.8468_ID_841, whole genome shotgun sequence
NZ_QLRL01000078.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0163 NODE_1_length_145495_cov_84.2731_ID_827, whole genome shotgun sequence
NZ_QLQX01000081.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0220 NODE_1_length_145495_cov_105.373_ID_2655, whole genome shotgun sequence
NZ_QLQW01000078.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0221 NODE_1_length_145495_cov_116.602_ID_825, whole genome shotgun sequence
NZ_QLQV01000078.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0222 NODE_1_length_145495_cov_126.716_ID_799, whole genome shotgun sequence
NZ_QLSP01000079.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0244 NODE_1_length_145495_cov_85.2588_ID_849, whole genome shotgun sequence
NZ_QLQQ01000080.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0245 NODE_1_length_145495_cov_67.0623_ID_833, whole genome shotgun sequence
NZ_QLQP01000078.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0246 NODE_1_length_145495_cov_76.5118_ID_841, whole genome shotgun sequence
NZ_QLQO01000084.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0247 NODE_1_length_145495_cov_89.4009_ID_799, whole genome shotgun sequence
NZ_CP022392.1        -         result               -          cm        1       36  2021890  2021921      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0248 chromosome, complete genome
NZ_QLQM01000084.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0250 NODE_1_length_145495_cov_161.261_ID_4492, whole genome shotgun sequence
NZ_QLQL01000077.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0251 NODE_1_length_145495_cov_90.9573_ID_765, whole genome shotgun sequence
NZ_QLQK01000077.1    -         result               -          cm        1       36    95410    95441      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0252 NODE_1_length_145495_cov_86.3306_ID_793, whole genome shotgun sequence
NZ_QLQG01000104.1    -         result               -          cm        1       36    45039    45070      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0371 NODE_1_length_113162_cov_66.1029_ID_8243, whole genome shotgun sequence
NZ_QLQA01000079.1    -         result               -          cm        1       36    95613    95644      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0448 NODE_2_length_146714_cov_185.387_ID_1926, whole genome shotgun sequence
NZ_QLPZ01000081.1    -         result               -          cm        1       36    95602    95633      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0457 NODE_2_length_145687_cov_176.177_ID_1780, whole genome shotgun sequence
NZ_QLPY01000081.1    -         result               -          cm        1       36    95628    95659      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0458 NODE_1_length_146729_cov_182.619_ID_1994, whole genome shotgun sequence
NZ_QLPX01000087.1    -         result               -          cm        1       36    89581    89612      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0462 NODE_1_length_139666_cov_183.501_ID_4828, whole genome shotgun sequence
NZ_QLPV01000086.1    -         result               -          cm        1       36    95613    95644      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0466 NODE_1_length_145698_cov_176.17_ID_4766, whole genome shotgun sequence
NZ_QLPU01000079.1    -         result               -          cm        1       36    95628    95659      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0467 NODE_1_length_145713_cov_170.345_ID_1105, whole genome shotgun sequence
NZ_QLPT01000083.1    -         result               -          cm        1       36    95557    95588      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0468 NODE_1_length_145642_cov_150.84_ID_3056, whole genome shotgun sequence
NZ_QLPS01000079.1    -         result               -          cm        1       36    95512    95543      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0490 NODE_1_length_145598_cov_75.8714_ID_1007, whole genome shotgun sequence
NZ_QLPR01000082.1    -         result               -          cm        1       36    95512    95543      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0491 NODE_1_length_145598_cov_86.5814_ID_1001, whole genome shotgun sequence
NZ_QLPQ01000078.1    -         result               -          cm        1       36    95512    95543      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0492 NODE_1_length_145598_cov_81.1753_ID_1013, whole genome shotgun sequence
NZ_QLPP01000079.1    -         result               -          cm        1       36    95512    95543      +    no    1 0.41   0.0   25.6   5.8e+02 ?   Streptococcus iniae strain QMA0493 NODE_1_length_145598_cov_90.6619_ID_999, whole genome shotgun sequence
NZ_FPBY01000151.1    -         result               -          cm        1       36     6702     6735      +    no    1 0.35   0.0   25.6   5.9e+02 ?   Clostridium sp. DSM 8431, whole genome shotgun sequence
NC_009668.1          -         result               -          cm        1       36  1749726  1749693      -    no    1 0.41   0.0   25.6   5.9e+02 ?   Ochrobactrum anthropi ATCC 49188 chromosome 2, complete sequence
NZ_UGSA01000002.1    -         result               -          cm        1       36  1605019  1605052      +    no    1 0.41   0.0   25.6   5.9e+02 ?   Ochrobactrum anthropi strain NCTC12168, whole genome shotgun sequence
NZ_RHTD01000032.1    -         result               -          cm        1       36    15027    15060      +    no    1 0.41   0.0   25.6   5.9e+02 ?   Ochrobactrum anthropi strain OA_244 NODE_32_length_20557_cov_13.1542, whole genome shotgun sequence
NZ_RHTC01000005.1    -         result               -          cm        1       36   146097   146064      -    no    1 0.41   0.0   25.6   5.9e+02 ?   Ochrobactrum anthropi strain OA_392 NODE_5_length_407196_cov_35.162513, whole genome shotgun sequence
NZ_CP008819.1        -         result               -          cm        1       36  1441682  1441715      +    no    1 0.41   0.0   25.6   5.9e+02 ?   Ochrobactrum anthropi strain OAB chromosome 2, complete sequence
NZ_RKKD01000002.1    -         result               -          cm        1       36   407691   407725      +    no    1 0.29   0.0   25.6   5.9e+02 ?   Shewanella vesiculosa strain LMG 24424 ctg_2, whole genome shotgun sequence
NZ_MKIQ01000003.1    -         result               -          cm        1       36    96268    96232      -    no    1 0.35   0.0   25.6   5.9e+02 ?   Floricoccus penangensis strain HibF3 Hib3_Contig11, whole genome shotgun sequence
NC_019684.1          -         result               -          cm        1       36   637089   637124      +    no    1 0.53   0.0   25.6   5.9e+02 ?   Nostoc sp. PCC 7524, complete genome
NZ_NIEU01000092.1    -         result               -          cm        1       27     4251     4276      +    3'    3 0.38   0.0   25.5   6.1e+02 ?   Escherichia coli strain 41.4p 7000000213728155, whole genome shotgun sequence
NZ_KB849835.1        -         result               -          cm        1       36    84271    84302      +    no    1 0.47   0.0   25.5   6.3e+02 ?   Acinetobacter lwoffii NIPH 478 acLZS-supercont1.4, whole genome shotgun sequence
NZ_JH650744.1        -         result               -          cm        1       36    71693    71650      -    no    1 0.43   0.0   25.5   6.4e+02 ?   Pseudoalteromonas flavipulchra JG1 scaffold_4, whole genome shotgun sequence
NZ_CP021874.1        -         result               -          cm        1       36   736518   736484      -    no    1 0.40   0.0   25.4   6.5e+02 ?   Enterococcus wangshanyuanii strain MN05, complete genome
NZ_RCUA01000081.1    -         result               -          cm        1       36    40625    40592      -    no    1 0.29   0.0   25.4   6.5e+02 ?   Alteromonas oceani strain S35, whole genome shotgun sequence
NZ_AHQV01000071.1    -         result               -          cm        1       36    39076    39110      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Bataviae str. UT234 contig_71, whole genome shotgun sequence
NZ_CP013147.1        -         result               -          cm        1       36  1727616  1727650      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Hardjo-prajitno strain Hardjoprajitno chromosome 1 sequence
NZ_MVAE01000001.1    -         result               -          cm        1       36   237699   237665      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Hardjo strain OV5 Contig_2, whole genome shotgun sequence
NZ_CP012603.1        -         result               -          cm        1       36  1706511  1706545      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Hardjo str. Norma chromosome I, complete sequence
NZ_AHNI02000062.1    -         result               -          cm        1       36   137098   137064      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Hebdomadis str. R499 ctg7180000004719, whole genome shotgun sequence
NZ_AHNA02000003.1    -         result               -          cm        1       36    91660    91626      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Medanensis str. L0448 ctg7180000005368, whole genome shotgun sequence
NZ_AHQW01000082.1    -         result               -          cm        1       36    43113    43079      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Medanensis str. L0887 contig_82, whole genome shotgun sequence
NZ_AHNW02000048.1    -         result               -          cm        1       36    24419    24385      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans serovar Medanensis str. UT053 ctg7180000007137, whole genome shotgun sequence
NZ_JQOQ01000067.1    -         result               -          cm        1       36    72808    72774      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 200040 Contig067, whole genome shotgun sequence
NZ_JQPC01000060.1    -         result               -          cm        1       36   156354   156388      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 20046 Contig066, whole genome shotgun sequence
NZ_JMDJ01000088.1    -         result               -          cm        1       36   111542   111576      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 401 contig00095, whole genome shotgun sequence
NZ_JQQI01000044.1    -         result               -          cm        1       36    40054    40020      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56135 Contig044, whole genome shotgun sequence
NZ_JQQJ01000075.1    -         result               -          cm        1       36    41901    41867      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56137 Contig075, whole genome shotgun sequence
NZ_JQQK01000061.1    -         result               -          cm        1       36    39424    39458      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56143 Contig061, whole genome shotgun sequence
NZ_JQQW01000059.1    -         result               -          cm        1       36    39766    39800      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56610 Contig059, whole genome shotgun sequence
NZ_JQPO01000042.1    -         result               -          cm        1       36    42663    42629      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56634 Contig042, whole genome shotgun sequence
NZ_JQPP01000016.1    -         result               -          cm        1       36    39087    39053      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56635 Contig016, whole genome shotgun sequence
NZ_JQPY01000072.1    -         result               -          cm        1       36    39121    39155      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain 56656 Contig072, whole genome shotgun sequence
NZ_JQOU01000004.1    -         result               -          cm        1       36    39754    39788      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans strain CMCC-2 Contig004, whole genome shotgun sequence
NZ_AKXA02000046.1    -         result               -          cm        1       36   456566   456600      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans str. Brem 329 ctg7180000003625, whole genome shotgun sequence
NZ_AKWR02000053.1    -         result               -          cm        1       36    50448    50482      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans str. FPW1039 ctg7180000010356, whole genome shotgun sequence
NZ_AHMX02000071.1    -         result               -          cm        1       36   118384   118350      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans str. FPW2026 ctg7180000004009, whole genome shotgun sequence
NZ_AHNB02000048.1    -         result               -          cm        1       36   191116   191150      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans str. L0996 ctg7180000005497, whole genome shotgun sequence
NZ_AHNL02000060.1    -         result               -          cm        1       36   204492   204458      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans str. UI 08452 ctg7180000006079, whole genome shotgun sequence
NZ_AHNV02000105.1    -         result               -          cm        1       36     2426     2392      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira interrogans str. UI 13372 ctg7180000009722, whole genome shotgun sequence
NZ_ANMY01000057.1    -         result               -          cm        1       36    20016    20050      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira sp. P2653 ctg7180000006722, whole genome shotgun sequence
NZ_AFLV02000009.1    -         result               -          cm        1       36   196791   196825      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira weilii str. 2006001853 ctg7180000005756, whole genome shotgun sequence
NZ_AFJM02000073.1    -         result               -          cm        1       36     8184     8218      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira weilii str. 2006001855 ctg1127715700057, whole genome shotgun sequence
NZ_JQRO01000090.1    -         result               -          cm        1       36    17033    17067      +    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira weilii strain 56145 Contig090, whole genome shotgun sequence
NZ_JQSB01000051.1    -         result               -          cm        1       36    23133    23099      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira weilii strain 56655 Contig051, whole genome shotgun sequence
NZ_AHMI02000203.1    -         result               -          cm        1       36     1701     1667      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira weilii str. Ecochallenge ctg1130122075984, whole genome shotgun sequence
NZ_AHNC02000007.1    -         result               -          cm        1       36    26082    26048      -    no    1 0.23   0.0   25.4   6.6e+02 ?   Leptospira weilii str. LNT 1234 ctg7180000005436, whole genome shotgun sequence
NZ_CP017689.1        -         result               -          cm        1       36   575190   575225      +    no    1 0.36   0.0   25.4   6.7e+02 ?   Thalassotalea crassostreae strain LPB0090, complete genome
NZ_LRUI01000002.1    -         result               -          cm        1       36   227475   227440      -    no    1 0.36   0.0   25.4   6.7e+02 ?   Thalassotalea crassostreae strain LPB0090 Cont2, whole genome shotgun sequence
NZ_QCXY01000002.1    -         result               -          cm        1       36   305024   304970      -    no    1 0.45   0.0   25.4   6.7e+02 ?   Negadavirga sp. SW125, whole genome shotgun sequence
NZ_MPAA01000035.1    -         result               -          cm        1       36     1905     1940      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 3-R1 NODE_35_length_44138_cov_16.5732, whole genome shotgun sequence
NZ_MPAI01000037.1    -         result               -          cm        1       36     1905     1940      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 4.2-R3 NODE_36_length_44138_cov_17.4161, whole genome shotgun sequence
NZ_MOZG01000036.1    -         result               -          cm        1       36     1905     1940      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 4-R1 NODE_36_length_44138_cov_19.0139, whole genome shotgun sequence
NZ_CP033884.1        -         result               -          cm        1       36  3556544  3556509      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 50579417 chromosome, complete genome
NZ_LNHL01000135.1    -         result               -          cm        1       36    22220    22255      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 50579417 contig22, whole genome shotgun sequence
NZ_CP023820.1        -         result               -          cm        1       36   617935   617900      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 7/2 chromosome, complete genome
NZ_JULB01000268.1    -         result               -          cm        1       36    42116    42081      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain 982_ECOL 1003_43511_720467, whole genome shotgun sequence
NZ_CP024851.1        -         result               -          cm        1       36  2343256  2343221      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AR_0006, complete genome
NZ_CP024862.1        -         result               -          cm        1       36  3927679  3927644      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AR_0015, complete genome
NZ_CP032261.1        -         result               -          cm        1       36  3589679  3589714      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AR_0067 chromosome, complete genome
NZ_CP027134.1        -         result               -          cm        1       36  1411512  1411477      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AR_0372 chromosome, complete genome
NZ_NEFP01000092.1    -         result               -          cm        1       36     2481     2516      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AUH_IMP153 NODE_92_length_15118_cov_7.89387_ID_21332, whole genome shotgun sequence
NZ_NEFQ01000036.1    -         result               -          cm        1       36     2490     2525      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AUH_IMP157 NODE_36_length_44680_cov_6.39068_ID_15382, whole genome shotgun sequence
NZ_NEFT01000058.1    -         result               -          cm        1       36    28006    27971      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AUH_IMP173 NODE_58_length_33148_cov_8.67127_ID_23325, whole genome shotgun sequence
NZ_NEDK01000039.1    -         result               -          cm        1       36     5683     5718      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain AUH_IMP188 NODE_39_length_47717_cov_12.2851, whole genome shotgun sequence
NZ_PVPD01000013.1    -         result               -          cm        1       36    42255    42220      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain B17565 NODE_8_length_158083_cov_37.3078_ID_15, whole genome shotgun sequence
NZ_RCAK01000017.1    -         result               -          cm        1       36    42255    42220      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain B24462 NODE_10_length_123627_cov_14.6234_ID_19, whole genome shotgun sequence
NZ_RCAM01000013.1    -         result               -          cm        1       36    42255    42220      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain B4814 NODE_36_length_44331_cov_11.821_ID_71, whole genome shotgun sequence
NZ_PVPC01000016.1    -         result               -          cm        1       36    42162    42127      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain B6770 NODE_22_length_72296_cov_34.0134_ID_43, whole genome shotgun sequence
NZ_PVPE01000015.1    -         result               -          cm        1       36    42253    42218      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BA14396 NODE_8_length_157798_cov_37.6333_ID_15, whole genome shotgun sequence
NZ_PVOZ01000011.1    -         result               -          cm        1       36    42162    42127      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BA14434 NODE_7_length_157765_cov_40.8243_ID_13, whole genome shotgun sequence
NZ_RCAF01000014.1    -         result               -          cm        1       36    27872    27837      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BA16538 NODE_9_length_143864_cov_12.1634_ID_17, whole genome shotgun sequence
NZ_PVPA01000012.1    -         result               -          cm        1       36    42163    42128      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BA34774 NODE_6_length_157767_cov_41.4993_ID_11, whole genome shotgun sequence
NZ_KQ087906.1        -         result               -          cm        1       36   617961   617926      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BIDMC102 aetAc-supercont1.2, whole genome shotgun sequence
NZ_KQ087953.1        -         result               -          cm        1       36   618581   618546      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BIDMC106 aetAm-supercont1.3, whole genome shotgun sequence
NZ_RCAD01000014.1    -         result               -          cm        1       36    42485    42450      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BP1241 NODE_8_length_158508_cov_40.3393_ID_15, whole genome shotgun sequence
NZ_PVPB01000013.1    -         result               -          cm        1       36    27773    27738      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain BP3354 NODE_47_length_29950_cov_66.278_ID_93, whole genome shotgun sequence
NZ_PXKE01000006.1    -         result               -          cm        1       36   107789   107824      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain CRE50 NODE_6_length_150103_cov_71.7238, whole genome shotgun sequence
NZ_PXJW01000040.1    -         result               -          cm        1       36     1397     1432      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain CRE75 NODE_40_length_43515_cov_54.5892, whole genome shotgun sequence
NZ_MSDR01000100.1    -         result               -          cm        1       36     2105     2140      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain CUS2B NODE_39_length_44139_cov_10.2383_ID_77, whole genome shotgun sequence
NZ_CP029579.1        -         result               -          cm        1       36  1166013  1166048      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain DA33137 chromosome, complete genome
NZ_RQJV01000013.1    -         result               -          cm        1       36    42233    42198      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain E88 E88_c61, whole genome shotgun sequence
NZ_PUJM01000025.1    -         result               -          cm        1       36    42182    42147      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain EBJ003 Scaffold25_1, whole genome shotgun sequence
NZ_LJOJ01000008.1    -         result               -          cm        1       36    42362    42327      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain ECGM-IMP53 scaffold_7, whole genome shotgun sequence
NZ_PXIA01000024.1    -         result               -          cm        1       36    42191    42156      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain ECM-2 NODE_24_length_72090_cov_23.4414, whole genome shotgun sequence
NZ_PXID01000009.1    -         result               -          cm        1       36   138849   138884      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain ECM-3 NODE_9_length_166833_cov_14.8264, whole genome shotgun sequence
NZ_RHWN01000037.1    -         result               -          cm        1       36    42141    42106      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain EC_US_14 NODE_37_length_43895_cov_24.1797, whole genome shotgun sequence
NZ_RHWM01000036.1    -         result               -          cm        1       36    42207    42172      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain EC_US_18 NODE_36_length_44111_cov_22.7299, whole genome shotgun sequence
NZ_NIIU01000146.1    -         result               -          cm        1       36   116075   116110      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain FC10208 Scaffold7, whole genome shotgun sequence
NZ_NIIT01000007.1    -         result               -          cm        1       36   116075   116110      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain FC10223 Scaffold7_1, whole genome shotgun sequence
NZ_NIIQ01000010.1    -         result               -          cm        1       36    42170    42135      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain FC10244 Scaffold10_1, whole genome shotgun sequence
NZ_NIIL01000089.1    -         result               -          cm        1       36   116075   116110      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain FC10254 Scaffold9, whole genome shotgun sequence
NZ_NIIJ01000008.1    -         result               -          cm        1       36   116075   116110      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain FC10256 Scaffold8_1, whole genome shotgun sequence
NZ_RKJE01000005.1    -         result               -          cm        1       36  1773521  1773486      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain FDAARGOS_564 unitig_0_quiver_quiver_pilon, whole genome shotgun sequence
NZ_LQSN01000199.1    -         result               -          cm        1       36    18438    18403      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain GN02215 GCID_ECOLID_00024_NODE_80.ctg_1, whole genome shotgun sequence
NZ_LQVH01000443.1    -         result               -          cm        1       36    18438    18403      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain GN02769 GCID_ECOLID_00117_NODE_97.ctg_1, whole genome shotgun sequence
NZ_LQWL01000315.1    -         result               -          cm        1       36    18438    18403      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain GN04255 GCID_ECOLID_00172_NODE_99.ctg_1, whole genome shotgun sequence
NZ_LVRE01000004.1    -         result               -          cm        1       36     1755     1790      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain GN04481 GCID_ECOLID_00185_NODE_101.ctg_1, whole genome shotgun sequence
NZ_LVRO01000178.1    -         result               -          cm        1       36     1755     1790      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain GN04682 GCID_ECOLID_00198_NODE_79.ctg_1, whole genome shotgun sequence
NZ_LVTI01000179.1    -         result               -          cm        1       36     4490     4525      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain GN06136 GCID_ECOLID_00246_NODE_26.ctg_1, whole genome shotgun sequence
NZ_MCJT01000030.1    -         result               -          cm        1       36    42641    42676      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain HE-MDREc17 scaffold21.1, whole genome shotgun sequence
NZ_MCKU01000030.1    -         result               -          cm        1       36    33500    33535      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain HE-MDREc44 scaffold36.1, whole genome shotgun sequence
NZ_MCKV01000026.1    -         result               -          cm        1       36     2005     2040      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain HE-MDREc45 scaffold32.1, whole genome shotgun sequence
NZ_MCLG01000026.1    -         result               -          cm        1       36     2101     2136      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain HE-MDREc57 scaffold32.1, whole genome shotgun sequence
NZ_MCLO01000005.1    -         result               -          cm        1       36    42186    42151      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain HE-MDREc65 scaffold13.1, whole genome shotgun sequence
NZ_QLKM01000040.1    -         result               -          cm        1       36    42191    42156      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain LMR3067 NODE_41_length_44685_cov_7.26002, whole genome shotgun sequence
